ID,Father,Mother
312,312-L,260
313,312-L,260
314,312-L,260
384,187-L,260
385,187-L,260
386,187-L,260
309,229-L,274
310,229-L,274
311,229-L,274
306,229-L,266
307,229-L,266
308,229-L,266
346,312-L,266
347,312-L,266
348,229-L,266
349,312-L,266
342,229-L,278
343,229-L,278
344,226-M,278
345,256-S,278
387,312-L,362
388,312-L,362
358,187-L,272
