ID,Father,Mother
2029-2,2032-3,2032-2
2029-1,2032-3,2032-2
2038-1,2032-3,2032-2
2038-2,2032-3,2032-2
2039,2032-3,2032-2
2169,2045-1,A
2045-2,2045-1,A
2047,2169,B
2237,2169,B
2243,C,2033
2247,C,D
2024-4,C,D
2024-1,2024-4,2223
2023,2024-4,2223
2025,2024-4,E
2032-1,2024-4,2223
201-1,F,G
142,F,G
201-1,H,I
142,H,I
