ID,Father,Mother
b32-1,A,B
b32-2,A,B
b2a-1,A,B
b2b-1,A,B
b10-2,b32-1,b28-2
b1-1,b32-1,b32-2
b27-1,b32-1,b32-2
b1-2,b32-1,b32-2
j15-2,b32-1,b32-2
b4-1,b32-1,b32-2
b28-1,b32-1,b32-2
j11-1,C,D
b17-1,C,D
b3-1,X,Y
j6-1,X,Y
