ID,Father,Mother
SE1m,U1m,NC2f
SP2m,SE1m,U4f
NC4m,NC1m,NC2f
NE1m,U2m,NC3f
NE2m,NC1m,NC3f
SC5m,NE2m,U5f
NC7f,NE2m,U6f
SP3m,NE2m,U6f
NC8m,NE2m,U6f
SC2m,NC1m,SC1f
SP1m,NC1m,SC1f
SC6m,U9m,U8f
SC7m,U9m,U8f
NC9m,U11m,U6f
SC3m,NC1m,U3f
SP4m,U16m,U15f
SE2m,SC3m,SC4f
SC8m,SE2m,U14f
SC9f,SE2m,U14f
SE3m,U10m,SCf4
